PMID||SENTID||STRUCTURED ABSTRACT LABEL|NORMALIZED LABEL/PREDICTION|GOLD|SENTENCE
27343861|ab|5|27343861||METHODS|OBJECTIVE|Moreover several visual object attributes are also highlighted, among which orientation, spatial position, inner dynamics and apparent motion that determine the so-called organic segmentation and furthermore tend to induce figure-ground segregation.
27343861|ab|6|27343861||RESULTS|RESULTS|On the basis of the results of experimental phenomenology, the accentuation can be considered as a complex principle ruling grouping, figure-ground segregation, shape and meaning formation.
27343861|ab|7|27343861||RESULTS|RESULTS|Through a new musical illusion of downbeat, it is also demonstrated that this principle influences perceptual organization not only in space but also in time and, thus, in both visual and musical domains.
27343861|ab|8|27343861||CONCLUSIONS|RESULTS|This illusion can be heard in eight measures of Pagodes, a solo piano music by Claude Debussy (1862-1918), where a strong physical-perceptual discrepancy in terms of upbeats and downbeats inversion is strongly perceived in both staves.
29953309|ab|1|29953309|PURPOSE|OBJECTIVE|OBJECTIVE|To examine the spectrum of scleritis in four tertiary institutions across the Asia-Pacific.
29953309|ab|2|29953309|METHODS|METHODS|METHODS|Clinical records from 354 patients were reviewed from centers in Australia, Singapore, and India, excluding those with insufficient data (n = 24).
29953309|ab|3|29953309|RESULTS|RESULTS|RESULTS|Indian patients presented younger (41.5 +/- 13.4 years) than Australians (50.8 +/- 17.5) and Singaporeans (48.6 +/- 15.9), with fewer women (49% vs 62%/57%).
29953309|ab|4|29953309|RESULTS|RESULTS|RESULTS|Diffuse disease was universally most common.
29953309|ab|5|29953309|RESULTS|RESULTS|RESULTS|Autoimmune and infectious disease proportions were similar in Australia (31%/10.3%) and Singapore (27.5%/8.3%) but reversed in India (8.3%/30%).
29953309|ab|6|29953309|RESULTS|RESULTS|RESULTS|Necrotizing scleritis was most frequently associated with infection (27.3%).
29953309|ab|7|29953309|RESULTS|RESULTS|RESULTS|Presumed ocular tuberculosis accounted for 75% of infectious cases in India.
29953309|ab|8|29953309|RESULTS|RESULTS|RESULTS|Posterior scleritis had the highest complication rate (82.4%) and immunosuppressants used per patient (0.98 +/- 0.31 95% CI).
29953309|ab|9|29953309|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Clinical presentations of scleritis vary across the Asia-Pacific, particularly in endemic regions for tuberculosis such as India, where it affects younger men with a predominance of nodular and infectious disease.
29798794|ab|1|29798794|OBJECTIVES|OBJECTIVE|OBJECTIVE|This study determined whether obesity increased the risk of failed shocks and complications among subcutaneous implantable cardioverter-defibrillator (S-ICD) recipients.
29798794|ab|2|29798794|BACKGROUND|BACKGROUND|BACKGROUND|The S-ICD is an established treatment for patients at high risk for ventricular arrhythmias.
29798794|ab|3|29798794|BACKGROUND|BACKGROUND|BACKGROUND|Obesity may increase the transvenous defibrillation threshold and the rate of complications.
29798794|ab|4|29798794|METHODS|METHODS|METHODS|We analyzed data from the 321 patients enrolled in the S-ICD Investigational Device Exemption (IDE) study.
29798794|ab|5|29798794|METHODS|METHODS|METHODS|They were categorized into 3 body mass index (BMI) groups: <25 kg/m(2) (underweight and normal), 25 to 30 kg/m(2) (overweight), and >30 kg/m(2) (obese).
29798794|ab|6|29798794|METHODS|METHODS|METHODS|Patients underwent implantation followed by defibrillation testing at 65 J.
29798794|ab|7|29798794|METHODS|METHODS|METHODS|Chronic defibrillation testing was repeated >150 days post implantation in a subset of patients.
29798794|ab|8|29798794|RESULTS|RESULTS|RESULTS|Seventy-nine patients had BMI <25 kg/m(2), 105 had BMI 25 to 30 kg/m(2), and 137 had BMI >30 kg/m(2).
29798794|ab|9|29798794|RESULTS|RESULTS|RESULTS|A failed first shock of any kind occurred in 52 patients, including 41 patients during implant defibrillation testing, 11 patients during chronic defibrillation testing, and 5 patients during spontaneous ventricular arrhythmias.
29798794|ab|10|29798794|RESULTS|RESULTS|RESULTS|The rate of failed first shocks during implant defibrillation testing increased across BMI categories (5.1% among underweight and normal patients, 13.3% among overweight patients, and 16.9% among obese patients; p = 0.04).
29798794|ab|11|29798794|RESULTS|RESULTS|RESULTS|Among obese patients, shock impedance was higher during failed first shocks than successful first shocks (103.5 ohms vs. 84.6 ohms; p = 0.001).
29798794|ab|12|29798794|RESULTS|RESULTS|RESULTS|The rate of failed first shocks during chronic defibrillation testing and spontaneous ventricular arrhythmias did not significantly differ among BMI groups, nor did the rate of complications.
29798794|ab|13|29798794|RESULTS|RESULTS|RESULTS|Of the 8 underweight patients, there were no failed shocks or complications.
29798794|ab|14|29798794|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Obese patients are at increased risk of failed first S-ICD shocks during defibrillation testing.
29798794|ab|15|29798794|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Whether this can be overcome by optimal implantation techniques remains unknown.
29798794|ab|16|29798794|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Rates of complications were not increased among obese patients.
27459323|ab|1|27459323||OBJECTIVE|OBJECTIVE|Purpose To evaluate the efficacy of percutaneous pedicle screw fixation technique combined with three-step reduction in the treatment of thoracolumbar fracture.
27459323|ab|2|27459323||METHODS|METHODS|Methods This is a retrospective study, based on medical records from the archives of the Fifth People's Hospital of Fudan University, from January 2012 to January 2015.
27459323|ab|3|27459323||METHODS|METHODS|The 49 patients with thoracolumbar fracture were treated with percutaneous pedicle screw fixation technique combined with three-step reduction.
27459323|ab|4|27459323||METHODS|METHODS|The treatment plan was determined by the AO classification and the Thoracolumbar Injury Classification and Severity classification.
27459323|ab|5|27459323||METHODS|METHODS|Baseline data included patient demographics, mechanism of injuries, fracture level, and neurologic status.
27459323|ab|6|27459323||METHODS|METHODS|Kyphotic angle correction and vertebral body height (VBH) restoration were used to assess radiologic outcome.
27459323|ab|7|27459323||METHODS|METHODS|Blood loss, operative complications, hospital stay, and pain score on the visual analog scale (VAS) were used to assess safety and clinical outcomes.
27459323|ab|8|27459323||RESULTS|RESULTS|Result A total of 49 patients with 51 thoracolumbar burst fractures were treated with percutaneous pedicle screw fixation technique combined with three-step reduction.
27459323|ab|9|27459323||RESULTS|RESULTS|There was significant improvement in kyphotic angle correction (p < 0.05) and restoration of anterior vertebral height (p < 0.05) after each reduction procedure.
27459323|ab|10|27459323||RESULTS|RESULTS|These improvements remained statistically significant at the latest follow-up for restoration of anterior VBH (p < 0.05) and kyphotic angle correction (p < 0.05).
27459323|ab|11|27459323||RESULTS|RESULTS|The preoperative VAS score was 8.2 +/- 1.3, and the postoperative VAS score (3 days after the operation) was 3.5 +/- 0.7.
27459323|ab|12|27459323||CONCLUSIONS|CONCLUSIONS|Conclusion Percutaneous pedicle screw internal fixation technique combined with three-step reduction is a relatively safe and effective technique for treating selected thoracolumbar burst fractures, and it yields satisfactory results.
29788024|ab|1|29788024|BACKGROUND|BACKGROUND|BACKGROUND|Extracorporeal photopheresis (ECP) is a second-line therapy for steroid-refractory chronic graft-versus-host disease (cGVHD).
29788024|ab|2|29788024|OBJECTIVE|OBJECTIVE|OBJECTIVE|We describe the long-term efficacy and tolerability of ECP according to the cutaneous phenotype of cGVHD and report on the reduced need for immunosuppressant drugs in this setting.
29788024|ab|3|29788024|PATIENTS AND METHODS|METHODS|METHODS|Fourteen patients (8 females) with cutaneous and/or mucosal cGVHD, treated with ECP between October 2010 and May 2016 within a single center, were included.
29788024|ab|4|29788024|PATIENTS AND METHODS|METHODS|METHODS|Final analyses included patients who had received ECP for at least 12 months.
29788024|ab|5|29788024|PATIENTS AND METHODS|METHODS|METHODS|We prospectively evaluated the efficacy of ECP using lesion-specific clinical scores and by recording changed doses of systemic immunosuppressants.
29788024|ab|6|29788024|RESULTS|RESULTS|RESULTS|Of the 14 patients, sclerotic skin lesions were present in 10 (71%).
29788024|ab|7|29788024|RESULTS|RESULTS|RESULTS|The mRODNAN score decreased in all patients from month 9 onwards, with 40 and 77% reductions at 12 and 36 months, respectively.
29788024|ab|8|29788024|RESULTS|RESULTS|RESULTS|Six patients (43%) presented with cutaneous lichenoid lesions: this score was reduced in all patients by month 3, reaching a 93% reduction by month 12.
29788024|ab|9|29788024|RESULTS|RESULTS|RESULTS|Five patients (36%) experienced oral mucosal lichenoid lesions: these scores were decreased by 55% at month 12 and by 100% by month 33.
29788024|ab|10|29788024|RESULTS|RESULTS|RESULTS|The use of systemic immunosuppressants was reduced in all patients; 4 patients could stop all immunosuppressant drugs after 2 years.
29788024|ab|11|29788024|RESULTS|RESULTS|RESULTS|ECP was stopped in 3 patients after a complete response.
29788024|ab|12|29788024|RESULTS|RESULTS|RESULTS|No major ECP-associated adverse effects were observed.
29788024|ab|13|29788024|DISCUSSION AND CONCLUSION|CONCLUSIONS|CONCLUSIONS|ECP was an effective long-term therapy for oral and cutaneous cGVHD: consequently, dose levels of therapeutic immunosuppression could be reduced.
28221365|ab|1|28221365||BACKGROUND|BACKGROUND|Ketamine and deep brain stimulation produce rapid antidepressant effects in humans and rodents.
28221365|ab|2|28221365||BACKGROUND|BACKGROUND|An increased AMPA receptor (AMPA-R) signaling in medial prefrontal cortex (mPFC) has been suggested to mediate these responses.
28221365|ab|3|28221365||BACKGROUND|BACKGROUND|However, little research has addressed the direct effects of enhancing glutamate tone or AMPA-R stimulation in mPFC subdivisions.
28221365|ab|4|28221365||OBJECTIVE|OBJECTIVE|The current study investigates the behavioral and neurochemical consequences of glutamate transporter-1 (GLT-1) blockade or s-AMPA microinfusion in the infralimbic (IL) and prelimbic (PrL) cortex.
28221365|ab|5|28221365||OBJECTIVE|OBJECTIVE|Owing to the connectivity between the mPFC and raphe nuclei, the role of serotonin is also explored.
28221365|ab|6|28221365||RESULTS|RESULTS|The bilateral microinfusion of the depolarizing agent veratridine into IL -but not PrL- of rats evoked immediate antidepressant-like responses.
28221365|ab|7|28221365||RESULTS|RESULTS|The same regional selectivity was observed after microinfusion of dihydrokainic acid (DHK), a selective inhibitor of GLT-1, present in astrocytes.
28221365|ab|8|28221365||RESULTS|RESULTS|The DHK-evoked antidepressant-like responses appear to be mediated by an AMPA-R-driven enhancement of serotonergic activity, as (i) they were prevented by NBQX 2,3-dioxo-6-nitro-1,2,3,4-tetrahydrobenzo[f]quinoxaline-7-sulfonamide disodium salt) and mimicked by s-AMPA; (ii) DHK and s-AMPA elevated similarly extracellular glutamate in IL and PrL, although extracellular 5-HT and c-fos expression in the midbrain dorsal raphe increased only when these agents were applied in IL; and (iii) DHK antidepressant-like responses were prevented by 5-HT synthesis inhibition and mimicked by citalopram microinfusion in IL.
28221365|ab|9|28221365||CONCLUSIONS|CONCLUSIONS|These results indicate that an acute increase of glutamatergic neurotransmission selectively in IL triggers immediate antidepressant-like responses in rats, likely mediated by the activation of IL-raphe pathways, which then results in a fast increase of serotonergic activity.
29952274|ab|1|29952274|BACKGROUND|BACKGROUND|BACKGROUND|Occupational asthma occurs in a significant number of adult unset forms of asthma.
29952274|ab|2|29952274|BACKGROUND|BACKGROUND|BACKGROUND|Even after exposure cessation, persistent asthma is frequent.
29952274|ab|3|29952274|BACKGROUND|BACKGROUND|BACKGROUND|Although recognized as important, nutrition, and specifically vitamin D intake, was rarely evaluated in occupational asthma.
29952274|ab|4|29952274|OBJECTIVE|OBJECTIVE|OBJECTIVE|To assess the vitamin D intake in occupational asthma patients and the relation with body mass index, co-morbidities related to vitamin D deficit, lung function and quality of life.
29952274|ab|5|29952274|RESULTS|RESULTS|RESULTS|We found a reduced vitamin D intake in both irritant and allergic asthma, in obese and non-obese patients.
29952274|ab|6|29952274|RESULTS|RESULTS|RESULTS|The average intake in non-obese patients, although higher, did not reach statistical significance.
29952274|ab|7|29952274|RESULTS|RESULTS|RESULTS|We also found lower vitamin D intake in the mild ashma group versus the severe group, marginally reaching the significance level (p=0.056) at the median test.
29952274|ab|8|29952274|RESULTS|RESULTS|RESULTS|Regression analysis in asthma subpopulations revealed a different pattern of correlation, with stronger relationship between the BMI and the impact score in irritant asthma and a closer link between vitamin D intake and symptoms score (p= 0.027) in the allergic asthma group.
29952274|ab|9|29952274|CONCLUSION|CONCLUSIONS|CONCLUSIONS|The relation between obesity and vitamin D on clinical scores and lung function seams to be different according to the asthma phenotype.
29952274|ab|10|29952274|CONCLUSION|CONCLUSIONS|CONCLUSIONS|However, our study supports the usefulness of nutritional interventions in all occupational asthma patients, targeting both the reduction of the fat mass and the achievement of the recommended daily intake of vitamin D.
29952274|ab|11|29952274|CONCLUSION|CONCLUSIONS|CONCLUSIONS|When analyzing the impact of the weight loss effect on asthma evolution, the vitamin D status should be also considered as influencer.
27142964|ab|1|27142964||OBJECTIVE|OBJECTIVE|We aim to establish an in vivo animal model of acute inflammation using PAF (platelet activating factor) as inflammatory agent and to study the erythrocyte deformability changes induced by the inflammatory response.
27142964|ab|2|27142964||METHODS|METHODS|Counting the number of rolling and adherent neutrophils to endothelium after 2, 4 and 6h of intrascrotal injection of PAF we showed the induction of an inflammatory state.
27142964|ab|3|27142964||METHODS|METHODS|Blood samples are collected in order to measure the erythrocyte deformability and to quantify NO efflux from the red blood cells (RBCs).
27142964|ab|4|27142964||RESULTS|RESULTS|The results show an increased number of rolling and adherent neutrophils after 2h and 4h of inflammation as well as decreased values of erythrocyte deformability in the same time-points.
27142964|ab|5|27142964||RESULTS|RESULTS|This result is in line with the need of a low blood viscosity to the recruitment process that will improve leukocyte migration towards the endothelial wall.
27142964|ab|6|27142964||RESULTS|RESULTS|NO efflux from RBCs is also affected by the inflammatory response at the first hours of inflammation.
27142964|ab|7|27142964||CONCLUSIONS|CONCLUSIONS|This animal model demonstrates in vivo the association between an acute inflammatory response and the rheological properties of the blood, namely the RBCs deformability.
27142964|ab|8|27142964||CONCLUSIONS|CONCLUSIONS|For those reasons we consider this as an adequate model to study acute inflammatory responses as well as hemorheological parameters.
29797239|ab|1|29797239|INTRODUCTION|BACKGROUND|BACKGROUND|Musculoskeletal conditions, including osteoarthritis (OA), result in tremendous disability and cost.
29797239|ab|2|29797239|INTRODUCTION|BACKGROUND|BACKGROUND|Statins are among the most commonly prescribed medications and their use for primary prevention in many otherwise healthy individuals, including those who are physically active, is increasing.
29797239|ab|3|29797239|INTRODUCTION|BACKGROUND|BACKGROUND|There is conflicting evidence regarding the relationship of statin use and musculoskeletal conditions.
29797239|ab|4|29797239|INTRODUCTION|BACKGROUND|BACKGROUND|Given the rising disability associated with musculoskeletal conditions, understanding predisposing factors, including medication-related exposures, deserves further attention.
29797239|ab|5|29797239|OBJECTIVES|OBJECTIVE|OBJECTIVE|We examined the association between statin use and the risk of being diagnosed with non-traumatic arthropathies, use-related injury, and undergoing rehabilitation in a cohort with longitudinal follow-up.
29797239|ab|6|29797239|METHODS|METHODS|METHODS|Patients enrolled in a regional military healthcare system between 2003 and 2012 were evaluated in this retrospective cohort study.
29797239|ab|7|29797239|METHODS|METHODS|METHODS|A propensity score was generated to match statin-users and nonusers using 115 baseline characteristics.
29797239|ab|8|29797239|METHODS|METHODS|METHODS|Outcomes included ICD-9 diagnoses codes for Agency for Healthcare Research and Quality disease categories of: non-traumatic arthropathies, use-related injury and undergoing rehabilitation.
29797239|ab|9|29797239|METHODS|METHODS|METHODS|Primary analysis examined the outcomes in statin-users and nonusers after propensity score matching using conditional logistic regression analysis.
29797239|ab|10|29797239|RESULTS|RESULTS|RESULTS|Initially, 60,455 patients were identified.
29797239|ab|11|29797239|RESULTS|RESULTS|RESULTS|We propensity score-matched 6728 statin users with 6728 nonusers (52 years of age, ~ 47% women).
29797239|ab|12|29797239|RESULTS|RESULTS|RESULTS|In the propensity score-matched cohort, non-traumatic arthropathies occurred in 59.8% of statin users and 56.0% of nonusers [odds ratio (OR) 1.17, 95% confidence interval (95% CI) 1.09-1.25] and use related injury occurred in 31.9% of statin users and 29.8% of nonusers (OR 1.11, 95% CI 1.03-1.19).
29797239|ab|13|29797239|RESULTS|RESULTS|RESULTS|There was no difference between statin users and nonusers undergoing rehabilitation (22.6% among statin users, 21.9% among nonusers, OR 1.04, 95% CI 0.96-1.13).
29797239|ab|14|29797239|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Statin use was associated with a significant increased risk of non-traumatic arthropathies and use-related injury.
29797239|ab|15|29797239|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Our results provide additional data that can inform patient and clinician conversations about the benefits and risks of statin use.
29779724|ab|1|29779724|BACKGROUND|BACKGROUND|BACKGROUND|Social media allows for instant access to, and dissemination of, information around the globe.
29779724|ab|2|29779724|BACKGROUND|BACKGROUND|BACKGROUND|Access to social media in low- and middle-income countries has increased exponentially in recent years due to technological advances.
29779724|ab|3|29779724|BACKGROUND|BACKGROUND|BACKGROUND|Despite this growth, the use of social media in low- and middle-income countries is less well-researched than in high-income countries.
29779724|ab|4|29779724|OBJECTIVE|OBJECTIVE|OBJECTIVE|To identify, explore and summarize the current state of the literature on the use of social media for health in low- and middle-income countries.
29779724|ab|5|29779724|METHODS|METHODS|METHODS|A scoping review was conducted on literature available to December 2017.
29779724|ab|6|29779724|METHODS|METHODS|METHODS|Six databases were searched, and grey literature was identified through the Google and Google Scholar search engines.
29779724|ab|7|29779724|METHODS|METHODS|METHODS|Literature was considered for inclusion if it (1) was published in English, (2) was conducted in or in relation to a low or middle-income country, (3) reported on as least one type of social media or social media use generally for health purposes, and (4) reported on at least one aspect of human health.
29779724|ab|8|29779724|METHODS|METHODS|METHODS|Content analysis was performed to identify themes.
29779724|ab|9|29779724|RESULTS|RESULTS|RESULTS|Forty articles met the inclusion criteria.
29779724|ab|10|29779724|RESULTS|RESULTS|RESULTS|Thirty-one were research articles, and nine were review/discussion/descriptive and evaluative reports.
29779724|ab|11|29779724|RESULTS|RESULTS|RESULTS|Since 2010, when the first article was published, most of the literature has focused on Asian (n=15) and African (n=12) countries.
29779724|ab|12|29779724|RESULTS|RESULTS|RESULTS|Twitter (n=11) and Facebook (n=10) were the most frequently discussed individual social media platforms.
29779724|ab|13|29779724|RESULTS|RESULTS|RESULTS|Four themes were identified: (1) use for health education and influence (sub-themes were health behaviour and health education); (2) use within infectious disease and outbreak situations; (3) use within natural disaster, terrorism, crisis and emergency response situations; and (4) producers and consumers of social media for health (sub-themes were misinformation, organizational challenges, users' expectations, and challenges of unique sub-populations).
29779724|ab|14|29779724|RESULTS|RESULTS|RESULTS|Most studies addressed more than one theme.
29779724|ab|15|29779724|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Social media has the ability to facilitate disease surveillance, mass communication, health education, knowledge translation, and collaboration amongst health providers in low- and middle-income countries.
29779724|ab|16|29779724|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Misinformation or poorly communicated information can contribute to negative health behaviours and adverse health outcomes amongst consumers, as well as hysteria and chaos.
29779724|ab|17|29779724|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Organizations using social media should provide accurate and readable information.
29779724|ab|18|29779724|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Promotion of credible social media sites by governments, health care professionals and researchers, as well as education on the appropriate use of social media, could help to lessen the effect of misinformation.
29779724|ab|19|29779724|CONCLUSION|CONCLUSIONS|CONCLUSIONS|This is a nascent body of literature and future research should investigate the relative effectiveness of various platforms for different users, other potential uses, and pursue a broader geographical focus.
